Name,Weightclass,Link,Placing,Name,YOB,Team,State,Weight,Squat1,Squat2,Squat3,Bench press1,Bench press2,Bench press3,Deadlift1,Deadlift2,Deadlift3,Total,Points,Drug tested
Elaine Perreault,-63,lifters-view?id=25176,34.,Elaine Perreault,1992,,AL,62.80,107.5,115,120,52.5,57.5,-60,122.5,135,142.5,320,344.48,
Rosalie Hudson,-63,lifters-view?id=25177,15.,Rosalie Hudson,,,PA,60.90,112.5,120,-122.5,-47.5,52.5,-57.5,132.5,140,145,317.5,349.92,
Maria Blazek,-63,lifters-view?id=17126,16.,Maria Blazek,1993,,OH,59.80,95,105,110,67.5,72.5,-75,120,127.5,132.5,315,352.11,
Elaine Wang,-63,lifters-view?id=4904,37.,Elaine Wang,1991,,MD,62.70,100,107.5,-115,60,65,-70,122.5,132.5,142.5,315,339.54,
Genevieve Cohen,-63,lifters-view?id=23794,18.,Genevieve Cohen,1993,,PA,60.10,95,102.5,-107.5,60,65,-67.5,112.5,120,-137.5,287.5,320.10,
Ava Connolly,-63,lifters-view?id=24392,19.,Ava Connolly,,,OR,61.30,85,92.5,100,52.5,55,57.5,107.5,112.5,-117.5,270,296.08,
Katie Rutherford,-72,lifters-view?id=17143,7.,Katie Rutherford,1991,,OH,64.40,140,152.5,157.5,67.5,72.5,77.5,147.5,162.5,170,405,427.84,
Diana Lainez,-72,lifters-view?id=7101,2.,Diana Lainez,1993,,TX,70.20,130,137.5,142.5,75,80,87.5,145,155,167.5,397.5,394.68,
Hannah Ghindea,-72,lifters-view?id=5223,12.,Hannah Ghindea,1992,,OH,69.10,127.5,135,142.5,62.5,67.5,70,165,175,-182.5,387.5,388.97,
Jenny Nocas,-72,lifters-view?id=5890,4.,Jenny Nocas,1993,,UT,69.50,130,137.5,142.5,85,87.5,90,145,155,-165,387.5,387.42,
Lindsey Raker,-72,lifters-view?id=15485,5.,Lindsey Raker,1995,,IN,70.40,125,-132.5,-132.5,77.5,80,-82.5,162.5,170,-185,375,371.63,
Hannah Kleman,-72,lifters-view?id=17138,6.,Hannah Kleman,1994,,OH,65.60,-112.5,-112.5,112.5,65,72.5,-80,152.5,162.5,172.5,357.5,372.52,
Audrey Carpenter,-72,lifters-view?id=25187,7.,Audrey Carpenter,1993,,VA,70.20,107.5,120,130,55,65,-75,-132.5,145,-155,340,337.59,
Kaila Roberts,-72,lifters-view?id=5224,8.,Kaila Roberts,1994,,OH,71.20,130,135,-142.5,55,57.5,60,132.5,140,-142.5,335,329.44,
Emily Krysa,-72,lifters-view?id=25188,33.,Emily Krysa,1992,,PA,68.70,127.5,-137.5,-137.5,60,62.5,-65,137.5,142.5,-147.5,332.5,335.13,
Mercedes Vandaver,-72,lifters-view?id=7982,10.,Mercedes Vandaver,1994,,WI,71.70,102.5,107.5,115,72.5,80,-82.5,112.5,127.5,137.5,332.5,325.45,
Johanna Fleischman,-72,lifters-view?id=23437,39.,Johanna Fleischman,,,CA,68.60,100,107.5,115,60,62.5,-65,130,142.5,-150,320,322.88,
Jackeline Landon,-72,lifters-view?id=15563,12.,Jackeline Landon,1991,,CT,69.60,95,102.5,107.5,50,52.5,-55,132.5,142.5,145,305,304.63,
Rhianna Poe,-72,lifters-view?id=24330,13.,Rhianna Poe,,,NY,69.20,102.5,-107.5,-107.5,-57.5,57.5,60,130,135,137.5,300,300.84,
Allison Hazel,-72,lifters-view?id=24104,14.,Allison Hazel,,,MI,67.50,-85,85,95,52.5,60,-70,107.5,122.5,140,295,301.08,
Morgan Kadoun,-72,lifters-view?id=16506,51.,Morgan Kadoun,1995,,SD,69.70,102.5,110,115,62.5,-70,-70,102.5,112.5,-117.5,290,289.36,
Kylie Behnke,-72,lifters-view?id=25189,16.,Kylie Behnke,1995,,IL,67.30,85,90,95,55,57.5,60,85,107.5,112.5,267.5,273.60,
Julia Shropshire,-84,lifters-view?id=4448,1.,Julia Shropshire,1994,,MS,82.10,157.5,-170,-170,70,75,80,157.5,175,185,422.5,381.22,
GINA AVERSA,-84,lifters-view?id=24173,6.,GINA AVERSA,,,CA,78.70,145,-155,155,65,70,75,175,-190,190,420,387.87,
Pomrening Stacie,-84,lifters-view?id=17636,7.,Pomrening Stacie,1992,,WI,81.10,122.5,135,145,90,97.5,-102.5,147.5,160,175,417.5,379.17,
Stephanie Mahan,-84,lifters-view?id=5889,4.,Stephanie Mahan,1992,,GA,82.90,137.5,145,152.5,70,75,77.5,145,155,165,395,354.59,
Ebony Sylvester,-84,lifters-view?id=7100,14.,Ebony Sylvester,1994,,LA,81.10,112.5,125,-132.5,70,-77.5,-77.5,170,182.5,-195,377.5,342.85,
Jessica Eberhart,-84,lifters-view?id=23701,6.,Jessica Eberhart,1993,,NY,76.50,137.5,145,147.5,65,70,72.5,142.5,155,-162.5,375,352.16,
Mayra Loaiza,-84,lifters-view?id=15803,7.,Mayra Loaiza,1994,,PA,77.00,125,135,140,55,-60,60,127.5,137.5,145,345,322.71,
Sarah Ferrell,-84,lifters-view?id=4922,8.,Sarah Ferrell,1994,,MD,77.30,105,112.5,-117.5,60,-65,67.5,137.5,147.5,-155,327.5,305.66,
Danny Sullivan,-93,lifters-view?id=22602,2.,Danny Sullivan,1994,,IL,91.50,242.5,250,257.5,170,180,-185,287.5,300,-307.5,737.5,466.91,
Heather Monk,84+,lifters-view?id=23468,1.,Heather Monk,1994,,IN,93.50,150,157.5,165,60,65,67.5,167.5,180,-190,412.5,351.16,
Rebecka Cook,84+,lifters-view?id=1423,2.,Rebecka Cook,1993,,WI,117.80,150,155,162.5,65,72.5,75,142.5,150,-155,387.5,310.89,
Meredith Lemon,84+,lifters-view?id=23780,3.,Meredith Lemon,,,IA,108.20,117.5,130,-140,-85,-92.5,-92.5,-165,-165,-165,0,0.00,
Lisa Rothman,-47,lifters-view?id=14276,1.,Lisa Rothman,1975,,FL,46.50,110,115,122.5,65,-67.5,-67.5,147.5,-152.5,-152.5,335,454.03,
Kelley Sherwin,-47,lifters-view?id=5921,6.,Kelley Sherwin,1972,,WI,45.70,82.5,90,-92.5,50,55,-60,112.5,122.5,130,275,377.30,
Janel Brown,-57,lifters-view?id=5594,1.,Janel Brown,1973,,PA,55.70,92.5,105,110,55,60,-62.5,125,137.5,-145,307.5,363.34,
Shannan D'Annunzio,-57,lifters-view?id=8376,2.,Shannan D'Annunzio,1971,,GA,56.30,-90,90,95,62.5,67.5,-70,122.5,-132.5,132.5,295,345.65,
Jenny Skaufel,-57,lifters-view?id=25169,3.,Jenny Skaufel,1972,,CO,56.70,90,102.5,-110,52.5,57.5,-60,117.5,-135,-135,277.5,323.34,
Theresa Ball,-57,lifters-view?id=5156,4.,Theresa Ball,1973,,AK,55.10,75,80,85,45,47.5,50,85,90,-95,225,268.11,
Jennifer Thompson,-63,lifters-view?id=455,1.,Jennifer Thompson,1973,,NC,61.90,130,140,145,125,-137.5,137.5,160,190,-200,472.5,514.27,
Priscilla Ribic,-72,lifters-view?id=397,1.,Priscilla Ribic,1972,,AK,71.90,130,142.5,,102.5,110,116,160,,,418.5,408.83,
Leah Lutz,-72,lifters-view?id=23093,17.,Leah Lutz,1975,,CA,64.90,137.5,147.5,-150,77.5,-82.5,-82.5,140,147.5,152.5,377.5,396.49,
Dana Singleton,-72,lifters-view?id=4478,3.,Dana Singleton,1975,,NJ,68.50,117.5,132.5,137.5,62.5,72.5,75,150,160,-165,372.5,376.23,
Lucky Sodhi,-72,lifters-view?id=26179,25.,Lucky Sodhi,1971,,NV,71.10,120,122.5,-125,62.5,67.5,-70,155,162.5,-165,352.5,346.97,
Kerri Cuddy,-72,lifters-view?id=14706,5.,Kerri Cuddy,1973,,MD,69.00,125,127.5,-130,60,62.5,-65,140,147.5,155,345,346.66,
Karen Weeden,-72,lifters-view?id=7014,29.,Karen Weeden,1973,,SD,69.60,120,-127.5,-130,72.5,-77.5,-77.5,137.5,-145,145,337.5,337.10,
Denise Montini,-72,lifters-view?id=16593,7.,Denise Montini,1973,,NH,70.30,62.5,67.5,-72.5,32.5,35,37.5,72.5,80,87.5,192.5,190.94,
Alicia Webb,-84,lifters-view?id=558,1.,Alicia Webb,1971,,GA,82.60,185,190,-192.5,100,107.5,-112.5,187.5,195,200,497.5,447.45,
Nikkie Durbin,-84,lifters-view?id=5330,2.,Nikkie Durbin,1972,,TX,80.60,115,125,-130,55,57.5,-60,125,137.5,150,332.5,302.97,
Cathy Cox,-84,lifters-view?id=9241,21.,Cathy Cox,1975,,FL,76.80,105,112.5,117.5,57.5,62.5,-65,130,140,147.5,327.5,306.83,
Nicole Fuentes,-84,lifters-view?id=4624,23.,Nicole Fuentes,1973,,GA,83.00,115,-122.5,-122.5,65,70,-72.5,130,140,-147.5,325,291.59,
Beth Zellen,-84,lifters-view?id=4479,5.,Beth Zellen,1973,,NY,77.60,-97.5,97.5,102.5,57.5,62.5,65,125,135,-142.5,302.5,281.66,
Kathy Kazmierski,-84,lifters-view?id=16998,6.,Kathy Kazmierski,1972,,PA,74.00,82.5,90,-92.5,57.5,62.5,-65,112.5,120,-125,272.5,261.25,
Allison Snead,84+,lifters-view?id=14620,11.,Allison Snead,1975,,NC,93.30,160,-170,170,75,80,-85,185,187.5,192.5,442.5,376.97,
Heather Hall,84+,lifters-view?id=4174,12.,Heather Hall,1975,,GA,114.80,145,152.5,-175,102.5,-107.5,-107.5,152.5,172.5,187.5,442.5,356.74,
Melinda Fischl,84+,lifters-view?id=6131,3.,Melinda Fischl,1971,,FL,102.00,130,-142.5,-142.5,75,-80,80,165,172.5,-182.5,382.5,316.67,
Kristin Bolton,84+,lifters-view?id=6881,30.,Kristin Bolton,1975,,NH,84.60,92.5,102.5,112.5,52.5,57.5,62.5,110,120,132.5,307.5,273.24,
Jolene Saunders,84+,lifters-view?id=23461,5.,Jolene Saunders,1974,,WI,89.10,82.5,92.5,100,42.5,47.5,-52.5,-105,107.5,122.5,270,234.28,
Shyami Murphy,-47,lifters-view?id=2072,11.,Shyami Murphy,1966,,MD,46.40,87.5,95,-100,40,42.5,-45,100,105,-112.5,242.5,329.15,
Rebecca Kukla,-47,lifters-view?id=15316,12.,Rebecca Kukla,1969,,DC,46.40,82.5,85,-90,40,42.5,-45,100,107.5,-115,235,318.97,
Suzanne Hartwig-Gary,-52,lifters-view?id=392,2.,Suzanne Hartwig-Gary,1968,,MD,51.50,135,145,151,67.5,72.5,-77.5,135,145,152.5,376,472.26,
Winnie Abramson,-52,lifters-view?id=13923,2.,Winnie Abramson,1970,,NY,50.40,92.5,97.5,-100,47.5,50,52.5,112.5,120,-127.5,270,344.76,
Melissa Forbis,-57,lifters-view?id=23135,1.,Melissa Forbis,1966,,NY,55.70,92.5,97.5,-102.5,52.5,55,-57.5,112.5,120,-130,272.5,321.99,
Cathy Mele,-63,lifters-view?id=2075,30.,Cathy Mele,1966,,GA,60.60,90,-95,95,57.5,60,-65,142.5,167.5,,322.5,356.78,
Kimberly Nash,-63,lifters-view?id=5320,2.,Kimberly Nash,1968,,TX,61.50,-115,115,-120,57.5,60,-62.5,137.5,147.5,-152.5,322.5,352.78,
Kristine Kobza,-72,lifters-view?id=30932,26.,Kristine Kobza,1967,,NC,69.90,115,-120,120,72.5,75,-77.5,147.5,152.5,155,350,348.53,
Cynthia Line,-72,lifters-view?id=23786,2.,Cynthia Line,1968,,PA,69.80,115,120,122.5,70,-77.5,-77.5,145,147.5,150,342.5,341.40,
Sara Jones,-72,lifters-view?id=3319,32.,Sara Jones,1967,,CA,71.50,115,120,125,62.5,-65,65,132.5,145,-150,335,328.50,
Kate Danno,-72,lifters-view?id=16865,41.,Kate Danno,1970,,AZ,68.90,102.5,115,-122.5,62.5,-70,-70,120,130,140,317.5,319.37,
Debbie Nahas,-72,lifters-view?id=10518,5.,Debbie Nahas,1968,,PA,67.30,102.5,110,-117.5,60,65,-67.5,125,132.5,-137.5,307.5,314.51,
Lisa Francavilla,-72,lifters-view?id=14541,6.,Lisa Francavilla,1967,,GA,71.00,102.5,110,-115,50,55,-60,132.5,142.5,-152.5,307.5,302.95,
Theresa C. Willis,-72,lifters-view?id=17571,7.,Theresa C. Willis,,,TX,67.10,97.5,105,-110,57.5,-60,-60,132.5,140,-142.5,302.5,310.06,
MK Lander,-84,lifters-view?id=23281,16.,MK Lander,1967,,OH,81.60,107.5,-115,120,75,82.5,-90,155,165,-172.5,367.5,332.66,
Mollie Roth,-84,lifters-view?id=16866,2.,Mollie Roth,1968,,AZ,73.90,100,110,122.5,75,-80,-80,115,130,142.5,340,326.26,
Cindy Tilton,84+,lifters-view?id=4348,17.,Cindy Tilton,1969,,NH,84.80,130,-135,135,97.5,100,-102.5,155,162.5,167.5,402.5,357.26,
Jerriann Doll,84+,lifters-view?id=1263,18.,Jerriann Doll,1968,,OH,99.40,115,120,125,90,100,-102.5,145,160,-170,385,321.13,
Rowena Bagayas,84+,lifters-view?id=25203,3.,Rowena Bagayas,1968,,HI,92.50,130,145,150,92.5,97.5,100,115,130,-140,380,324.79,
Antoinette  Kemper,-57,lifters-view?id=7377,14.,Antoinette  Kemper,1964,,CO,55.30,110,-115,115,67.5,72.5,-75,102.5,122.5,135,322.5,383.23,
Lynne Homan,-57,lifters-view?id=416,2.,Lynne Homan,1962,,TX,56.70,90,97.5,-102.5,72.5,75,77.5,135,-145,-145,310,361.21,
Rhonda Jones,-57,lifters-view?id=6241,3.,Rhonda Jones,1964,,NM,55.80,75,80,85,40,42.5,45,107.5,117.5,127.5,257.5,303.82,
Kimberly Creighton,-57,lifters-view?id=17088,4.,Kimberly Creighton,1964,,FL,55.20,75,80,82.5,47.5,50,-52.5,107.5,115,-120,247.5,294.53,
Joanne Craig,-63,lifters-view?id=591,1.,Joanne Craig,1961,,PA,62.50,115,125.5,127.5,57.5,60,-63,120,133,-135,320.5,346.30,
Joni Mach,-63,lifters-view?id=4774,2.,Joni Mach,1965,,WI,62.00,102.5,107.5,-112.5,55,57.5,60,112.5,120,130,297.5,323.41,
Maggie Kuhn,-63,lifters-view?id=17120,3.,Maggie Kuhn,1961,,OH,60.60,82.5,87.5,-92.5,55,57.5,-60,120,125,130,275,304.23,
Joy Burg,-63,lifters-view?id=5066,4.,Joy Burg,1965,,VA,61.10,92.5,-102.5,-102.5,52.5,-57.5,-57.5,115,122.5,130,275,302.34,
Kathy Goss,-72,lifters-view?id=6875,1.,Kathy Goss,1964,,NH,68.40,100,107.5,-115,45,47.5,50,112.5,120,127.5,285,288.14,
Teresa Tishim,-72,lifters-view?id=25191,2.,Teresa Tishim,1964,,IA,69.20,87.5,95,102.5,57.5,60,62.5,120,-130,-130,285,285.80,
Jo Ann Lane,-72,lifters-view?id=6958,3.,Jo Ann Lane,1963,,PA,64.70,65,72.5,-77.5,52.5,55,-57.5,110,-115,115,242.5,255.28,
Elizabeth Hellerstein,-72,lifters-view?id=25192,4.,Elizabeth Hellerstein,,,OH,68.60,-65,65,77.5,37.5,-40,-40,75,85,-92.5,200,201.80,
Laura Reagle,-84,lifters-view?id=13801,1.,Laura Reagle,1964,,AZ,80.60,120,132.5,137.5,65,70,-72.5,140,152.5,157.5,365,332.59,
Kimberly Moser,-84,lifters-view?id=25200,2.,Kimberly Moser,1961,,NM,80.10,67.5,70,75,42.5,45,47.5,90,95,100,222.5,203.45,
Lee Lipsitz,-84,lifters-view?id=4346,3.,Lee Lipsitz,1964,,CT,73.00,122.5,-125,125,-67.5,67.5,72.5,-156,-156,-156,0,0.00,
Jeannine Cascadden,84+,lifters-view?id=3326,1.,Jeannine Cascadden,1963,,CA,84.90,97.5,102.5,107.5,60,65,-67.5,110,117.5,-122.5,290,257.26,
Erica Kornfeind,-57,lifters-view?id=25170,1.,Erica Kornfeind,1960,,PA,55.20,50,55,60,45,-50,-50,-80,85,92.5,197.5,235.03,
Judith Drenth,-63,lifters-view?id=590,1.,Judith Drenth,,,MN,61.60,87.5,95,-100,57.5,62.5,-65,127.5,135,-140,292.5,319.56,
Suzanne LaForge,-72,lifters-view?id=14283,1.,Suzanne LaForge,1959,,FL,67.80,130,-140,140,70,75,-80.5,170,185,,400,406.96,
Lynne Renshaw,-72,lifters-view?id=2105,2.,Lynne Renshaw,1956,,PA,66.40,-25,-25,-25,-67.5,,,,,,0,0.00,
Diane Kuhn,-84,lifters-view?id=2100,1.,Diane Kuhn,1958,,TX,82.60,130,137.5,142.5,72.5,-75,77.5,137.5,145,152.5,372.5,335.03,
Janice Francis,-84,lifters-view?id=17525,2.,Janice Francis,1955,,,82.50,90,-95,105,-45,50,60,100,-110,115,280,252.00,
Debra Ustar,-52,lifters-view?id=605,1.,Debra Ustar,1955,,OH,51.10,47.5,52.5,55,35,37.5,-40,90,95,100,192.5,243.22,
Ann Whitmarsh,-63,lifters-view?id=6796,1.,Ann Whitmarsh,1953,,NY,60.80,52.5,57.5,62.5,35,-37.5,-37.5,77.5,87.5,92.5,190,209.67,
Alma Kimura,-72,lifters-view?id=426,1.,Alma Kimura,1954,,WA,70.60,107.5,112.5,115,50,55,-57.5,125,137.5,145,315,311.54,
Jane Freeman,-72,lifters-view?id=5461,2.,Jane Freeman,1954,,IN,68.90,72.5,75,77.5,37.5,-42.5,-42.5,85,90,95,210,211.24,
Janet Sharp,-72,lifters-view?id=5211,3.,Janet Sharp,1953,,OH,69.70,-62.5,62.5,-72.5,37.5,40,-42.5,92.5,102.5,-115,205,204.55,
Jan Koenig,84+,lifters-view?id=596,1.,Jan Koenig,,,OH,100.70,-80,80,-85,60,65,-67.5,142.5,147.5,-152.5,292.5,243.04,
Sue Elwyn,-47,lifters-view?id=9900,10.,Sue Elwyn,1947,,FL,46.50,75,85,88,37.5,42.5,45,110,118,,251,340.18,
Maxine Fredericks,-52,lifters-view?id=13796,1.,Maxine Fredericks,1946,,GA,51.90,-30,-30,-32.5,32.5,37.5,40,65,75,85,0,0.00,
Denise Thomas,-63,lifters-view?id=6874,1.,Denise Thomas,1950,,NH,60.60,62.5,-67.5,67.5,40,-42.5,-45,95,102.5,110,217.5,240.62,
Leslie Macko,-63,lifters-view?id=6260,2.,Leslie Macko,1949,,WA,61.70,-60,-60,60,35,37.5,-40,82.5,92.5,-97.5,190,207.31,
Pat Kroken,-84,lifters-view?id=2112,1.,Pat Kroken,1947,,NM,82.60,70,77.5,85,25,,,90,95,-102.5,205,184.38,
Bebe Burns,-52,lifters-view?id=4868,1.,Bebe Burns,1942,,WA,51.00,45,-53,53,32.5,38,40,67.5,76,-80,169,213.85,
Abigail Moon,-57,lifters-view?id=25171,1.,Abigail Moon,,,WA,54.50,50,57.5,-62.5,-47.5,-50,-50,85,92.5,95,0,0.00,
Helen White,-63,lifters-view?id=25179,1.,Helen White,1945,,NJ,60.60,75,-80,,52.5,57.5,-60,110,117.5,-122.5,250,276.58,
Sharon Hernstadt,-72,lifters-view?id=4870,1.,Sharon Hernstadt,1939,,NY,70.00,40,42.5,45,37.5,-42.5,42.5,85,92.5,-100,180,179.06,
Regina Hackney,-84,lifters-view?id=441,1.,Regina Hackney,1939,,SC,81.00,67.5,-72.5,-72.5,45,47.5,-50,105,110,-115,225,204.48,
Rachel Ellis,-84,lifters-view?id=24281,1.,Rachel Ellis,,,OH,72.60,122.5,-132.5,132.5,70,75,-77.5,142.5,152.5,-157.5,360,349.45,
Heather Connor,-47,lifters-view?id=14610,2.,Heather Connor,1991,,NC,44.50,107.5,117.5,-125,60,-65,-65,140,150,-157.5,327.5,457.65,
Lisa Randazzo,-47,lifters-view?id=18045,3.,Lisa Randazzo,1976,,ME,46.10,102.5,112.5,115,50,55,60,117.5,130,-132.5,305,415.90,
Emma Ife,-47,lifters-view?id=23802,4.,Emma Ife,1989,,NY,45.80,102.5,110,115,57.5,-65,-68,105,112.5,117.5,290,397.27,
Pamela Sampson,-47,lifters-view?id=25049,5.,Pamela Sampson,1983,,MT,46.40,97.5,-102.5,102.5,45,50,55,112.5,115,120,277.5,376.65,
Leah DeCesare,-47,lifters-view?id=10502,7.,Leah DeCesare,1989,,NY,45.50,90,95,100,55,57.5,-60,90,97.5,100,257.5,354.37,
Maribeth Lino-Coyle,-47,lifters-view?id=6677,8.,Maribeth Lino-Coyle,1987,,NY,45.80,90,95,97.5,47.5,-50,50,102.5,107.5,110,257.5,352.75,
Samantha Reynolds,-47,lifters-view?id=18046,9.,Samantha Reynolds,,,NH,45.90,82.5,87.5,90,47.5,50,-52.5,110,117.5,-125,257.5,352.21,
Amy Salib,-47,lifters-view?id=23803,13.,Amy Salib,,,NJ,45.10,75,80,-82.5,42.5,45,47.5,92.5,100,105,232.5,321.94,
Marisa Inda,-52,lifters-view?id=2127,1.,Marisa Inda,1976,,CA,51.30,-130,130,135,80,82.5,85,155,160,168,388,488.76,
An Le,-52,lifters-view?id=25165,3.,An Le,,,VA,51.60,107.5,115,120,65,70,72.5,135,142.5,147.5,340,426.39,
