Name,Weightclass,Link,Placing,Name,YOB,Team,State,Weight,Squat1,Squat2,Squat3,Bench press1,Bench press2,Bench press3,Deadlift1,Deadlift2,Deadlift3,Total,Points,Drug tested
Mark Blum,-74,lifters-view?id=26853,25.,Mark Blum,1995,,OH,73.00,170,-185,-185,80,102.5,107.5,220,230,235,512.5,372.28,
Ferris Wang,-74,lifters-view?id=30025,26.,Ferris Wang,1995,,IL,70.60,165,175,177.5,107.5,115,117.5,175,192.5,-197.5,487.5,362.94,
P.T. Yager,-74,lifters-view?id=33782,27.,P.T. Yager,1996,,OH,73.40,165,175,-180,115,122.5,-125,180,190,-195,487.5,352.71,
Samson Su,-74,lifters-view?id=29886,28.,Samson Su,1994,,CA,72.70,130,140,142.5,102.5,107.5,115,170,180,-190,437.5,318.72,
Mason Liu,-74,lifters-view?id=29597,29.,Mason Liu,1994,,FL,69.90,125,132.5,137.5,90,95,97.5,170,177.5,185,420,315.08,
John Haack,-83,lifters-view?id=21206,1.,John Haack,1993,Flexx Training Systems,WI,82.90,277.5,-290,300,185,195,-202.5,300,315,-325,810,541.08,
Jon Gruden,-83,lifters-view?id=6144,2.,Jon Gruden,1994,,FL,80.40,252.5,265,-272.5,175,182.5,-187.5,275,282.5,287.5,735,500.24,
Sean Noriega,-83,lifters-view?id=13952,4.,Sean Noriega,1996,Flexx Training Systems,NY,82.64,250,255,260,170,177.5,180,-272.5,-287.5,287.5,727.5,486.84,
Charlie Dickson,-83,lifters-view?id=15401,7.,Charlie Dickson,1995,,VA,82.28,-257.5,-267.5,267.5,162.5,167.5,-172.5,272.5,-285,-285,707.5,474.73,
Robbie Karstendiek,-83,lifters-view?id=668,5.,Robbie Karstendiek,1994,,LA,81.37,240,250,-257.5,152.5,160,-165,275,287.5,-295,697.5,471.16,
Cody Jaeger,-83,lifters-view?id=26116,6.,Cody Jaeger,1994,,MD,82.56,235,250,255,157.5,167.5,170,235,255,-267.5,680,455.33,
Alex Pinnow,-83,lifters-view?id=1611,13.,Alex Pinnow,1993,,WI,78.70,215,222.5,230,150,160,-162.5,260,275,-282.5,665,458.78,
Matt Guzik,-83,lifters-view?id=33783,15.,Matt Guzik,1992,,OH,82.25,225,240,-250,137.5,145,-150,250,272.5,-282.5,657.5,441.25,
Cody Houser,-83,lifters-view?id=1836,17.,Cody Houser,1995,,GA,82.71,227.5,240,-250,150,160,167.5,227.5,240,250,657.5,439.80,
Joey Carzoli,-83,lifters-view?id=24055,10.,Joey Carzoli,1994,,FL,81.86,217.5,232.5,240,135,145,150,242.5,262.5,-277.5,652.5,439.20,
Michael Jin,-83,lifters-view?id=26074,11.,Michael Jin,1996,,TX,81.46,205,217.5,227.5,150,160,167.5,237.5,255,-272.5,650,438.82,
Bryce Platt,-83,lifters-view?id=18734,12.,Bryce Platt,1993,,KS,82.81,235,-250,250,142.5,150,-155,247.5,-262.5,-262.5,647.5,432.79,
Richard Yun,-83,lifters-view?id=23926,13.,Richard Yun,1995,,PA,81.22,202.5,210,-217.5,145,152.5,-160,262.5,277.5,-290,640,432.83,
Tom Buckles,-83,lifters-view?id=4766,14.,Tom Buckles,1994,,CT,81.76,205,220,232.5,135,142.5,-147.5,235,252.5,262.5,637.5,429.42,
Malique Killing,-83,lifters-view?id=27398,15.,Malique Killing,1993,,PA,76.33,215,-227.5,227.5,135,140,-145,257.5,260,-275,627.5,441.76,
Nicholas Arce,-83,lifters-view?id=27840,16.,Nicholas Arce,1994,,GA,82.50,-215,215,227.5,127.5,137.5,-142.5,237.5,250,262.5,627.5,420.36,
Michael Escano,-83,lifters-view?id=26714,17.,Michael Escano,1994,,FL,74.76,200,212.5,-225,140,147.5,-155,245,260,-272.5,620,442.80,
Seth Baker,-83,lifters-view?id=25822,18.,Seth Baker,1994,,OH,82.21,197.5,207.5,-210,-127.5,135,-140,272.5,-290,-290,615,412.85,
Jake Howerin,-83,lifters-view?id=15198,19.,Jake Howerin,1996,,SC,79.94,217.5,230,-232.5,137.5,-142.5,-142.5,225,245,-255,612.5,418.34,
Tony Mathews,-83,lifters-view?id=5464,20.,Tony Mathews,1995,,IN,81.33,202.5,212.5,220,137.5,147.5,-152.5,205,217.5,227.5,595,402.04,
Alex Sowell,-83,lifters-view?id=28366,21.,Alex Sowell,1992,,TX,81.99,-210,220,-227.5,125,-130,-130,250,-265,-265,595,400.08,
Joseph Bierly,-83,lifters-view?id=32478,22.,Joseph Bierly,1994,,NJ,79.73,187.5,197.5,212.5,105,112.5,-115,247.5,262.5,-272.5,587.5,401.97,
Chase Callahan,-83,lifters-view?id=4647,45.,Chase Callahan,1995,,GA,78.30,195,-207.5,-207.5,120,-127.5,,252.5,265,-272.5,580,401.48,
Dillon Heredia,-83,lifters-view?id=31170,24.,Dillon Heredia,1993,,NJ,82.17,177.5,190,192.5,130,-142.5,142.5,225,232.5,240,575,386.11,
Michael Schaeffer,-83,lifters-view?id=32687,25.,Michael Schaeffer,1993,,MO,81.65,185,192.5,-197.5,142.5,150,-157.5,217.5,222.5,230,572.5,385.92,
Julian Taruc,-83,lifters-view?id=31774,26.,Julian Taruc,1994,,VA,82.10,190,200,212.5,110,120,125,205,220,227.5,565,379.62,
Paul Xu,-83,lifters-view?id=16948,27.,Paul Xu,1993,,VA,76.88,180,190,200,102.5,107.5,112.5,222.5,237.5,250,562.5,394.09,
Ian Ruffner,-83,lifters-view?id=31938,28.,Ian Ruffner,1994,,GA,77.94,-197.5,210,-220,127.5,-130,-130,200,217.5,225,562.5,390.54,
Alex Cook,-83,lifters-view?id=32326,29.,Alex Cook,1996,,GA,78.82,185,200,-210,130,137.5,142.5,220,-230,-230,562.5,387.68,
Ahmed Haviland,-83,lifters-view?id=16487,30.,Ahmed Haviland,1995,,NC,80.00,-205,-205,205,130,-140,-140,-215,215,227.5,562.5,384.02,
Raymond Chow,-83,lifters-view?id=26080,31.,Raymond Chow,1993,,TX,81.60,190,200,202.5,140,142.5,145,200,205,212.5,560,377.66,
John Tobin,-83,lifters-view?id=30185,32.,John Tobin,1995,,NY,75.66,-185,185,-195,125,135,-137.5,215,227.5,235,555,393.11,
Jordan Galida,-83,lifters-view?id=29262,33.,Jordan Galida,1993,,PA,81.54,185,190,-192.5,122.5,125,-127.5,230,235,-240,550,371.09,
Kenny Hua,-83,lifters-view?id=26079,34.,Kenny Hua,1996,,TX,79.99,185,197.5,200,120,-130,-130,205,225,227.5,547.5,373.83,
Andy Ni,-83,lifters-view?id=31511,35.,Andy Ni,1996,,GA,78.42,-195,195,200,125,130,-132.5,200,-210,215,545,376.87,
Jared Theriault,-83,lifters-view?id=27048,36.,Jared Theriault,1994,,TX,80.71,177.5,187.5,-195,122.5,130,-137.5,195,210,217.5,535,363.21,
Michael Nguyen,-83,lifters-view?id=26072,37.,Michael Nguyen,1993,,TX,74.32,182.5,192.5,-202.5,125,132.5,-135,192.5,202.5,-215,527.5,378.27,
Ian Galpin,-83,lifters-view?id=25400,38.,Ian Galpin,1993,,IL,80.32,142.5,172.5,182.5,95,102.5,107.5,220,235,-245,525,357.53,
Frank Corso IV,-83,lifters-view?id=30474,39.,Frank Corso IV,1994,,CT,80.88,150,170,182.5,107.5,115,122.5,150,-170,-170,455,308.49,
Graham Coghlan,-83,lifters-view?id=5222,40.,Graham Coghlan,1994,,OH,81.23,215,-222.5,-227.5,-132.5,-132.5,-132.5,220,230,240,0,0.00,
Ben Mock,-83,lifters-view?id=26917,41.,Ben Mock,1996,,MA,81.32,-192.5,-192.5,-192.5,105,-110,-110,220,227.5,-232.5,0,0.00,
Bradly Sodam,-83,lifters-view?id=26340,42.,Bradly Sodam,1996,,IL,82.04,-195,-195,-195,117.5,125,-132.5,182.5,210,217.5,0,0.00,
Sean Moser,-93,lifters-view?id=5242,9.,Sean Moser,1993,The Strength Guys,OH,92.30,255,267.5,-270,182.5,190,192.5,287.5,-300,300,760,479.18,
Chance Mitchell,-93,lifters-view?id=25223,13.,Chance Mitchell,1994,,TX,92.70,252.5,260,267.5,147.5,155,160,290,-305,307.5,735,462.46,
Caleb Happel,-93,lifters-view?id=2899,14.,Caleb Happel,1995,,WI,91.70,242.5,250,-255,170,180,182.5,272.5,287.5,300,732.5,463.31,
Abram Guerra,-93,lifters-view?id=3557,5.,Abram Guerra,1995,,TX,92.40,247.5,255,267.5,170,177.5,-182.5,-282.5,282.5,287.5,732.5,461.55,
William Valle,-93,lifters-view?id=29910,19.,William Valle,1992,,CA,92.85,250,262.5,272.5,155,162.5,167.5,260,267.5,277.5,717.5,451.09,
Andrew Stone,-93,lifters-view?id=31783,7.,Andrew Stone,1994,,VA,92.73,252.5,262.5,-265,147.5,-152.5,-152.5,300,-312.5,-312.5,710,446.66,
Samuel Jansen,-93,lifters-view?id=23342,22.,Samuel Jansen,1993,,FL,91.60,240,255,265,137.5,145,152.5,260,275,287.5,705,446.12,
Andrew Jones,-93,lifters-view?id=25465,24.,Andrew Jones,1994,,MO,92.62,250,260,265,160,-165,-165,265,280,-290,705,443.73,
Jake Ouellette,-93,lifters-view?id=30453,25.,Jake Ouellette,1993,,ME,89.62,227.5,240,-250,160,167.5,172.5,260,277.5,290,702.5,449.46,
Timothy Oliver,-93,lifters-view?id=26884,28.,Timothy Oliver,1995,,GA,92.70,240,252.5,-257.5,160,167.5,-172.5,247.5,267.5,275,695,437.29,
Nick King,-93,lifters-view?id=30996,31.,Nick King,1993,,MA,89.98,222.5,230,240,140,147.5,-152.5,275,290,-302.5,677.5,432.58,
Steven McPherson,-93,lifters-view?id=26739,32.,Steven McPherson,1993,,FL,92.55,210,227.5,242.5,127.5,137.5,-142.5,260,285,297.5,677.5,426.55,
Matthew Willette,-93,lifters-view?id=25631,33.,Matthew Willette,1994,,AZ,92.84,230,240,245,155,160,-165,272.5,-285,-285,677.5,425.94,
NIC STEFFL,-93,lifters-view?id=7522,35.,NIC STEFFL,1994,,SD,91.06,-247.5,247.5,-265,-137.5,137.5,-142.5,272.5,287.5,-300,672.5,426.77,
Marcus Bell,-93,lifters-view?id=15402,40.,Marcus Bell,1995,,MD,86.65,210,227.5,237.5,155,162.5,167.5,245,262.5,-272.5,667.5,434.74,
TYLER TAN,-93,lifters-view?id=23724,52.,TYLER TAN,1994,,NY,91.32,222.5,235,240,140,-150,150,230,250,262.5,652.5,413.55,
DANIEL ALKON,-93,lifters-view?id=23723,59.,DANIEL ALKON,1994,,NY,92.05,225,240,245,135,140,145,252.5,-265,-265,642.5,405.61,
Charlie Shin,-93,lifters-view?id=16786,19.,Charlie Shin,1995,,CA,90.31,225,240,247.5,140,142.5,145,245,247.5,-250,640,407.87,
Spencer Higbee,-93,lifters-view?id=29548,20.,Spencer Higbee,1992,,GA,91.46,215,227.5,232.5,-145,-145,145,247.5,262.5,-272.5,640,405.31,
Patrick Jin,-93,lifters-view?id=29083,21.,Patrick Jin,1995,,NJ,92.50,-192.5,192.5,205,165,175,,242.5,250,257.5,637.5,401.50,
Vincent Victorero,-93,lifters-view?id=14335,63.,Vincent Victorero,1993,,FL,92.75,222.5,-237.5,,165,172.5,-182.5,242.5,-260,-260,637.5,400.99,
Nick Peluso,-93,lifters-view?id=27377,23.,Nick Peluso,1994,,PA,91.71,207.5,212.5,220,142.5,150,-152.5,225,242.5,250,620,392.09,
Kenneth Boykin,-93,lifters-view?id=26993,24.,Kenneth Boykin,1994,,OH,92.31,215,230,240,125,-140,140,220,230,-242.5,610,384.54,
Brandon Ellis,-93,lifters-view?id=24039,25.,Brandon Ellis,1995,,FL,92.92,210,-222.5,227.5,135,140,142.5,220,240,-255,610,383.32,
Hamza Ahmed,-93,lifters-view?id=32582,26.,Hamza Ahmed,1995,,CA,91.36,192.5,207.5,217.5,117.5,130,-137.5,222.5,235,250,597.5,378.58,
Thomas Kelly,-93,lifters-view?id=23718,27.,Thomas Kelly,1996,,NY,90.73,205,215,227.5,105,112.5,120,227.5,-245,247.5,595,378.30,
Michael Flavoni,-93,lifters-view?id=23716,28.,Michael Flavoni,1996,,NY,88.23,-205,210,-217.5,125,132.5,-140,227.5,242.5,250,592.5,382.16,
Adrian Acuna,-93,lifters-view?id=30352,29.,Adrian Acuna,1994,,VA,92.68,197.5,205,215,125,137.5,,227.5,240,-250,592.5,372.80,
Jacob Smith,-93,lifters-view?id=30007,30.,Jacob Smith,1995,,MD,84.73,205,215,-227.5,-122.5,130,137.5,225,237.5,-240,590,389.11,
Francesco Pollaccia,-93,lifters-view?id=24444,31.,Francesco Pollaccia,1994,,MI,91.49,205,220,-225,125,132.5,137.5,215,230,-235,587.5,372.01,
Isaac Berrios,-93,lifters-view?id=29549,32.,Isaac Berrios,1993,,GA,92.11,207.5,220,230,125,130,-132.5,227.5,-252.5,,587.5,370.77,
Anthony Liardo,-93,lifters-view?id=6156,33.,Anthony Liardo,1993,,FL,93.00,195,207.5,212.5,-132.5,142.5,-150,215,232.5,-240,587.5,369.07,
Jake Harrington,-93,lifters-view?id=28107,34.,Jake Harrington,1995,,TX,90.71,190,200,210,-115,122.5,127.5,225,240,-245,577.5,367.23,
John Myslinski,-93,lifters-view?id=29275,35.,John Myslinski,1993,,PA,90.92,180,190,-200,132.5,-137.5,137.5,225,240,250,577.5,366.77,
Kevin Truong,-93,lifters-view?id=24881,36.,Kevin Truong,1992,,AZ,92.86,200,210,217.5,97.5,102.5,107.5,207.5,225,-232.5,550,345.73,
Joseph Prince,-93,lifters-view?id=31512,37.,Joseph Prince,1995,,GA,88.16,215,-225,,125,-132.5,-137.5,182.5,,,522.5,337.17,
Carlos Espinoza,-93,lifters-view?id=33443,38.,Carlos Espinoza,1993,,AZ,91.47,170,180,182.5,100,112.5,-115,195,215,-227.5,510,322.93,
Jonathan So,-93,lifters-view?id=29908,39.,Jonathan So,1993,,CA,89.02,-190,-202.5,-207.5,,,,,,,0,0.00,
Timothy Persad,-93,lifters-view?id=24248,40.,Timothy Persad,1995,,PA,89.90,-227.5,227.5,-232.5,-162.5,-162.5,-162.5,-262.5,,,0,0.00,
Samuel Bernstein,-93,lifters-view?id=33792,78.,Samuel Bernstein,1994,Flexx Training Systems,PA,91.36,265,280,285,172.5,180,-182.5,-295,-305,-305,0,0.00,
Louis Arnold,-93,lifters-view?id=33793,79.,Louis Arnold,1993,,AL,91.85,-285,285,297.5,-147.5,-152.5,-152.5,-285,,,0,0.00,
Mitchell Fountain,-105,lifters-view?id=14875,4.,Mitchell Fountain,1995,,LA,102.20,272.5,-287.5,295,165,175,-182.5,305,320,327.5,797.5,481.29,
Jamal Browner,-105,lifters-view?id=31941,5.,Jamal Browner,1994,,GA,104.14,255,270,282.5,160,170,180,300,315,327.5,790,473.45,
Michael Pennacchia Jr,-105,lifters-view?id=18009,8.,Michael Pennacchia Jr,1995,,RI,100.96,262.5,-277.5,277.5,145,155,157.5,305,322.5,335,770,466.85,
Jake Needham,-105,lifters-view?id=31926,4.,Jake Needham,1996,,ID,99.61,227.5,240,247.5,-185,185,192.5,307.5,327.5,-337.5,767.5,467.79,
Brandon Jeter,-105,lifters-view?id=15634,13.,Brandon Jeter,1994,,FL,103.20,282.5,295,302.5,162.5,167.5,-170,277.5,-282.5,-282.5,747.5,449.47,
Shane Sepac,-105,lifters-view?id=24297,14.,Shane Sepac,1993,,LA,102.75,242.5,262.5,275,165,180,-190,257.5,272.5,290,745,448.71,
COLIN RIPLEY,-105,lifters-view?id=24432,16.,COLIN RIPLEY,1994,,MD,102.42,282.5,-290,-290,160,165,167.5,285,-295,-297.5,735,443.21,
Noah Bowdy,-105,lifters-view?id=23900,8.,Noah Bowdy,1993,,NY,102.34,262.5,282.5,290,152.5,160,162.5,265,-277.5,277.5,730,440.34,
Clayton Fulbright,-105,lifters-view?id=26883,17.,Clayton Fulbright,1995,,GA,101.26,250,257.5,265,185,-192.5,-192.5,255,262.5,277.5,727.5,440.57,
Joshua Espinosa,-105,lifters-view?id=26903,18.,Joshua Espinosa,1996,,GA,104.12,-240,240,252.5,180,185,187.5,272.5,280,287.5,727.5,435.99,
Grant Barnett,-105,lifters-view?id=4717,11.,Grant Barnett,1993,,GA,102.65,247.5,262.5,272.5,150,160,165,250,262.5,275,712.5,429.28,
JOE ALLEN,-105,lifters-view?id=3853,12.,JOE ALLEN,1996,,WI,103.39,230,242.5,255,152.5,162.5,165,275,285,-300,705,423.63,
Artemio Zambrano,-105,lifters-view?id=33799,13.,Artemio Zambrano,1993,,CA,103.73,250,-262.5,-262.5,-147.5,147.5,152.5,287.5,302.5,-312.5,705,423.14,
David Krouse,-105,lifters-view?id=32804,14.,David Krouse,1996,,PA,102.82,227.5,247.5,250,170,-182.5,-182.5,250,272.5,-285,692.5,416.95,
Lucas Riebe,-105,lifters-view?id=32053,15.,Lucas Riebe,1993,,IA,103.40,227.5,-240,-240,147.5,152.5,-157.5,290,305,-317.5,685,411.62,
Nikita Koba,-105,lifters-view?id=26878,41.,Nikita Koba,1993,,GA,104.72,225,235,240,155,160,-165,275,-285,-285,675,403.72,
Brandon Gerber,-105,lifters-view?id=9051,17.,Brandon Gerber,1993,,OH,101.89,230,242.5,-250,147.5,157.5,-160,260,272.5,-277.5,672.5,406.32,
Dane Hammer,-105,lifters-view?id=5261,18.,Dane Hammer,1994,,OH,103.23,232.5,242.5,255,152.5,-160,-160,257.5,-272.5,-272.5,665,399.80,
Bohao Cheng,-105,lifters-view?id=14873,19.,Bohao Cheng,1994,,TX,103.07,247.5,-260,-260,147.5,-150,-150,265,-280,-280,660,397.06,
Skyler Barkman,-105,lifters-view?id=11345,20.,Skyler Barkman,1994,,MD,99.44,205,215,227.5,142.5,150,157.5,250,265,-272.5,650,396.50,
Luis Macias,-105,lifters-view?id=29653,21.,Luis Macias,1994,,MN,103.55,220,230,-240,142.5,150,-157.5,240,255,260,640,384.32,
Samuel Fisk,-105,lifters-view?id=15404,22.,Samuel Fisk,1995,,VA,93.10,235,242.5,-252.5,-115,115,-122.5,267.5,280,-295,637.5,400.29,
Tristan Stinson,-105,lifters-view?id=31227,23.,Tristan Stinson,1993,,NC,100.09,195,200,212.5,150,157.5,160,255,260,265,637.5,387.86,
James Rowe,-105,lifters-view?id=4734,24.,James Rowe,1994,,GA,102.71,215,227.5,237.5,142.5,150,157.5,-235,235,-247.5,630,379.45,
Daniel Takacs,-105,lifters-view?id=26347,25.,Daniel Takacs,1995,,IL,102.90,205,217.5,230,122.5,132.5,-142.5,227.5,242.5,257.5,620,373.18,
Josh Hartman,-105,lifters-view?id=31876,26.,Josh Hartman,1995,,PA,99.02,200,215,-225,125,135,140,257.5,-265,-265,612.5,374.24,
Spencer Piasecki,-105,lifters-view?id=18261,27.,Spencer Piasecki,1994,,CT,102.55,215,225,-230,130,137.5,142.5,230,245,-255,612.5,369.15,
Alexander Goodwin,-105,lifters-view?id=30918,28.,Alexander Goodwin,1994,,FL,98.74,187.5,197.5,205,120,125,-132.5,257.5,267.5,275,605,370.08,
Jack Syers,-105,lifters-view?id=33181,29.,Jack Syers,1996,,GA,102.35,180,190,200,132.5,142.5,147.5,220,240,245,592.5,357.34,
Kyle Franke,-105,lifters-view?id=15518,30.,Kyle Franke,1996,,IL,102.35,217.5,-222.5,-222.5,132.5,-140,-140,230,240,-257.5,590,355.83,
Cody Plant,-105,lifters-view?id=26368,31.,Cody Plant,1995,,CO,103.63,217.5,-225,-225,122.5,130,-135,212.5,222.5,230,577.5,346.73,
Benjamin Syers,-105,lifters-view?id=33182,32.,Benjamin Syers,1996,,GA,102.30,175,187.5,195,127.5,140,-145,215,222.5,227.5,562.5,339.30,
Gary Dejesus - Walker,-105,lifters-view?id=33800,33.,Gary Dejesus - Walker,1996,,PA,102.92,230,-235,-235,-175,-175,-175,265,272.5,277.5,0,0.00,
Pooser Hunter,-105,lifters-view?id=13220,34.,Pooser Hunter,1994,,GA,104.98,250,,,-150,-150,-150,-250,,,0,0.00,
Matt Sohmer,-120,lifters-view?id=13828,3.,Matt Sohmer,1993,,NY,115.96,347.5,365,-370,130,140,145,322.5,342.5,-355,852.5,494.28,
Tristan Nazelrod,-120,lifters-view?id=4978,7.,Tristan Nazelrod,1996,,MD,116.55,290,305,315,185,195,200,270,285,300,815,471.89,
Nicholas Sautter,-120,lifters-view?id=5837,13.,Nicholas Sautter,1993,,FL,117.70,280,-287.5,-287.5,187.5,-192.5,192.5,272.5,287.5,-290,760,438.98,
Kyle Schuster,-120,lifters-view?id=10559,17.,Kyle Schuster,1993,,PA,112.15,272.5,282.5,287.5,175,-185,-187.5,267.5,275,-282.5,737.5,431.51,
Daniel Misencik,-120,lifters-view?id=23272,5.,Daniel Misencik,1994,,OH,118.04,277.5,-292.5,-292.5,147.5,157.5,-162.5,272.5,287.5,-292.5,722.5,417.03,
John Vanderminden,-120,lifters-view?id=13979,6.,John Vanderminden,1995,,NH,118.04,220,232.5,242.5,160,170,-177.5,-272.5,272.5,280,692.5,399.71,
Edllay Martins,-120,lifters-view?id=26288,7.,Edllay Martins,1995,,CT,116.44,192.5,217.5,240,175,190,197.5,205,227.5,-245,665,385.17,
Ethan McElroy,-120,lifters-view?id=25503,8.,Ethan McElroy,1993,,NC,118.43,157.5,-175,175,132.5,-140,-140,215,232.5,-237.5,540,311.42,
Andrew Askow,120+,lifters-view?id=12362,4.,Andrew Askow,1994,,WI,174.86,340,360,375,212.5,225,-230,290,307.5,-325,907.5,490.69,
Trevor Thomas,120+,lifters-view?id=33806,11.,Trevor Thomas,1994,,GA,132.17,287.5,300,-307.5,182.5,192.5,197.5,287.5,295,-310,792.5,446.97,
Jeremiah Todd,120+,lifters-view?id=15111,3.,Jeremiah Todd,1993,,CO,143.19,255,260,272.5,-222.5,222.5,-227.5,-260,260,-265,755,420.54,
Andrew Sellers,120+,lifters-view?id=9922,4.,Andrew Sellers,1994,,GA,151.40,267.5,280,282.5,175,185,190,282.5,-295,-295,755,417.21,
William McFee,120+,lifters-view?id=27333,5.,William McFee,1995,,NY,150.80,230,242.5,250,182.5,190,195,277.5,295,-312.5,740,409.15,
Alex Kovaleski,120+,lifters-view?id=4146,6.,Alex Kovaleski,1993,,OH,122.31,202.5,215,225,167.5,177.5,185,240,257.5,265,675,386.44,
Jace Hale,120+,lifters-view?id=27478,7.,Jace Hale,1996,,MO,135.02,225,240,245,137.5,145,152.5,215,227.5,240,637.5,358.28,
Ezra Acup,120+,lifters-view?id=33150,8.,Ezra Acup,1996,,IL,141.09,-170,-180,200,115,125,-137.5,165,180,202.5,527.5,294.45,
Joe Vann,-59,lifters-view?id=2620,1.,Joe Vann,1975,,TX,57.22,105,115,127.5,105,-107.5,-108,-135,135,137.5,370,329.89,
Mike Cagliola,-66,lifters-view?id=1259,1.,Mike Cagliola,1970,,PA,65.57,152.5,162.5,170,122.5,130,-132.5,185,200,-205,500,394.70,
David Lester,-66,lifters-view?id=6845,2.,David Lester,1975,,GA,64.12,-135,135,140,102.5,-112.5,-112.5,182.5,192.5,200,442.5,355.95,
Ron Brinker,-66,lifters-view?id=5206,3.,Ron Brinker,1975,,OH,61.19,137.5,147.5,152.5,82.5,87.5,90,155,-162.5,162.5,405,339.35,
Zac Gomez,-66,lifters-view?id=27118,4.,Zac Gomez,1972,,VA,62.97,120,130,135,65,70,72.5,142.5,152.5,160,367.5,300.25,
Jason Jackson,-74,lifters-view?id=13413,1.,Jason Jackson,1974,,TX,73.24,195,212.5,220,120,130,132.5,237.5,255,-265,607.5,440.19,
Sean Dunston,-74,lifters-view?id=10970,2.,Sean Dunston,1970,,VA,73.46,192.5,202.5,207.5,105,110,-112.5,225,233.5,236,553.5,400.24,
Stewart breeding,-74,lifters-view?id=26893,3.,Stewart breeding,1969,,TN,72.17,180,192.5,197.5,112.5,120,122.5,217.5,233,,553,405.02,
Scott Grade,-74,lifters-view?id=543,4.,Scott Grade,1971,,WI,72.36,170,-182.5,-185,127.5,-135,-140,210,225,-235,522.5,381.95,
Robert Granko,-74,lifters-view?id=6041,5.,Robert Granko,1973,Team Carolina,NC,73.57,145,157.5,-167.5,110,120,125,195,210,-227.5,492.5,355.73,
Donald Bigham,-83,lifters-view?id=495,6.,Donald Bigham,1972,Team Carolina,SC,82.04,240,262.5,270,137.5,150,155,260,275,282.5,707.5,475.58,
Benjamin Rowe,-83,lifters-view?id=6069,23.,Benjamin Rowe,1976,Goggins Force,TX,82.70,230,-240,240,155,-162.5,162.5,235,-257.5,-257.5,637.5,426.42,
Albert Geddes,-83,lifters-view?id=30818,3.,Albert Geddes,1972,,PA,78.28,-202.5,202.5,215,135,145,-150,262.5,-272.5,,622.5,430.96,
James Benemerito,-83,lifters-view?id=545,30.,James Benemerito,1969,,NJ,82.55,190,210,230,132.5,145,150,220,240,-257.5,620,415.21,
Bradley Loomis,-83,lifters-view?id=22816,47.,Bradley Loomis,1971,,CA,81.08,185,192.5,202.5,-130,132.5,-135,235,242.5,-250,577.5,390.97,
Brian Morrison,-83,lifters-view?id=3917,6.,Brian Morrison,1973,,FL,81.77,175,185,192.5,125,132.5,137.5,200,210,220,550,370.43,
Daniel Lee,-83,lifters-view?id=7864,7.,Daniel Lee,1987,,CA,81.28,157.5,167.5,175,65,75,77.5,165,175,-182.5,427.5,288.99,
Ian Matthews,-83,lifters-view?id=31175,8.,Ian Matthews,1976,,NJ,78.91,-205,205,220,25,30,35,75,125,145,400,275.48,
Dean Johnson,-93,lifters-view?id=6437,1.,Dean Johnson,1975,,MN,87.44,240,247.5,255,135,142.5,145,232.5,240,250,650,421.27,
Chad Rexrode,-93,lifters-view?id=5874,2.,Chad Rexrode,1968,,VA,88.70,215,222.5,230,-160,160,170,230,245,-255,645,414.86,
Thomas Haifley,-93,lifters-view?id=14733,60.,Thomas Haifley,1974,,MD,92.17,197.5,205,207.5,152.5,160,-162.5,262.5,275,-282.5,642.5,405.35,
Spencer Minnix,-93,lifters-view?id=2495,4.,Spencer Minnix,1970,,WA,91.29,212.5,220,222.5,-155,162.5,167.5,227.5,237.5,250,640,405.70,
Ken Creta,-93,lifters-view?id=2498,5.,Ken Creta,1968,,WA,90.26,192.5,205,-215,142.5,152.5,157.5,252.5,260,-277.5,622.5,396.84,
Shaun Oliver,-93,lifters-view?id=4718,6.,Shaun Oliver,1973,,GA,88.31,215,230,237.5,135,145,147.5,230,235,-240,620,399.71,
Joel Legard,-93,lifters-view?id=4572,7.,Joel Legard,1970,,AL,90.31,185,197.5,207.5,135,142.5,-145,242.5,260,-272.5,610,388.75,
Pete Grohoski,-93,lifters-view?id=4874,8.,Pete Grohoski,1970,,PA,92.14,202.5,212.5,-217.5,160,170,-172.5,212.5,220,-227.5,602.5,380.18,
Albert Lopez,-93,lifters-view?id=15104,9.,Albert Lopez,1967,,CO,92.13,205,-215,-215,140,-150,150,242.5,-260,-260,597.5,377.02,
Douglas Sharp,-93,lifters-view?id=33794,10.,Douglas Sharp,1969,,TN,91.08,-175,180,192.5,160,170,-180,-200,210,230,592.5,376.00,
John Demchak,-93,lifters-view?id=8392,11.,John Demchak,1967,Team Carolina,SC,92.89,175,190,200,100,105,-107.5,235,250,,555,348.82,
Thomas Mazzotta,-93,lifters-view?id=5247,12.,Thomas Mazzotta,1967,,OH,87.83,137.5,-160,-160,85,92.5,100,160,182.5,190,427.5,276.42,
Ryan J. Stills,-105,lifters-view?id=25264,1.,Ryan J. Stills,1976,,OR,104.37,260,273,-277.5,170,180,185,300,315,-325,773,462.87,
Jeffrey Bigham,-105,lifters-view?id=5124,22.,Jeffrey Bigham,1976,,SC,103.80,240,257.5,-262.5,155,165,-175,275,290,300,722.5,433.50,
Alvin Fritz,-105,lifters-view?id=17588,33.,Alvin Fritz,1968,Mana Barbell,HI,104.52,255,-270,270,162.5,172.5,-177.5,257.5,-277.5,-282.5,700,418.95,
